Account Name,Parent Account,Account Number,Parent Account Number,Is Group,Account Type,Root Type,Account Currency
Charges du personnel des exercices antérieurs,Charges de personnel,6178,617,0,,Expense,MAD
Jetons de présence,Autres charges d'exploitation,6181,618,0,,Expense,MAD
Pertes sur créances irrécouvrables,Autres charges d'exploitation,6182,618,0,,Expense,MAD
Pertes sur opérations faites en commun,Autres charges d'exploitation,6185,618,0,,Expense,MAD
Transfert de profits sur opérations faites en commun,Autres charges d'exploitation,6186,618,0,,Expense,MAD
Autres charges d’exploitation des exercices antérieurs,Autres charges d'exploitation,6188,618,0,,Expense,MAD
Dotations d’exploitation aux amortissements de l’immobilisation en non valeur,Dotations d’exploitation,6191,619,1,,Expense,MAD
Dotations d’exploitation aux amortissements des immobilisations incorporelles,Dotations d’exploitation,6192,619,1,,Expense,MAD
Dotations d’exploitation aux amortissements des immobilisations corporelles,Dotations d’exploitation,6193,619,1,,Expense,MAD
Dotations d’exploitation aux provisions pour dépréciation des immobilisations,Dotations d’exploitation,6194,619,1,,Expense,MAD
Dotations d’exploitation aux provisions pour risques et charges,Dotations d’exploitation,6195,619,1,,Expense,MAD
Dotations d’exploitation aux provisions pour dépréciations de l’actif circulant,Dotations d’exploitation,6196,619,1,,Expense,MAD
Dotations d’exploitation des exercices antérieurs,Dotations d’exploitation,6198,619,1,,Expense,MAD
Intérêts des emprunts et dettes,Charges d’intérêts,6311,631,1,,Expense,MAD
Charges d’intérêts des exercices antérieurs,Charges d’intérêts,6318,631,0,,Expense,MAD
Pertes de change propres à l’exercice,Pertes de change,6331,633,0,,Expense,MAD
Pertes de change des exercices antérieurs,Pertes de change,6338,633,0,,Expense,MAD
Pertes sur créances liées à des participations,Autres charges financières,6382,638,0,,Expense,MAD
Charges nettes sur cession de titres et valeurs de placement,Autres charges financières,6385,638,0,,Expense,MAD
Escomptes accordés,Autres charges financières,6386,638,0,,Expense,MAD
Autres charges financières des exercices antérieurs,Autres charges financières,6388,638,0,,Expense,MAD
Dotations aux amortissements des primes de remboursement des obligations,Dotations financières,6391,639,0,,Expense,MAD
Dotations aux provisions pour dépréciations des immobilisations financières,Dotations financières,6392,639,0,,Expense,MAD
Dotations aux provisions pour risques et charges financières,Dotations financières,6393,639,0,,Expense,MAD
Dotation aux provisions pour dépréciation des titres et valeurs de placement,Dotations financières,6394,639,0,,Expense,MAD
Dotations financières des exercices antérieurs,Dotations financières,6398,639,0,,Expense,MAD
VNA des immobilisations incorporelles cédées,Valeurs nettes d’amortissements des immobilisations cédées ( V.N.A ),6512,651,0,,Expense,MAD
VNA des immobilisations corporelles cédées,Valeurs nettes d’amortissements des immobilisations cédées ( V.N.A ),6513,651,0,,Expense,MAD
VNA provisions des immobilisations financières cédées (droits de propriété),Valeurs nettes d’amortissements des immobilisations cédées ( V.N.A ),6514,651,0,,Expense,MAD
VNA des immobilisations cédées des exercices antérieurs,Valeurs nettes d’amortissements des immobilisations cédées ( V.N.A ),6518,651,0,,Expense,MAD
Subventions accordées de l’exercice,Subventions accordées,6561,656,0,,Expense,MAD
Subventions accordées des exercices antérieurs,Subventions accordées,6568,656,0,,Expense,MAD
Pénalités sur marchés et dédits,Autres charges non courantes,6581,658,1,,Expense,MAD
Rappels d’impôts (autres qu’impôts sur les résultats),Autres charges non courantes,6582,658,0,,Expense,MAD
Pénalités et amendes fiscales ou pénales,Autres charges non courantes,6583,658,1,,Expense,MAD
Créances devenues irrécouvrables,Autres charges non courantes,6585,658,0,,Expense,MAD
"Dons, libéralités et lots",Autres charges non courantes,6586,658,1,,Expense,MAD
Autres charges non courantes des exercices antérieurs,Autres charges non courantes,6588,658,0,,Expense,MAD
Dotations aux amortissements exceptionnels des immobilisations,Dotations non courantes,6591,659,1,,Expense,MAD
Dotations non courantes aux provisions réglementées,Dotations non courantes,6594,659,1,,Expense,MAD
Dotations non courantes aux provisions pour risques et charges,Dotations non courantes,6595,659,1,,Expense,MAD
Dotations non courantes aux provisions pour dépréciation,Dotations non courantes,6596,659,1,,Expense,MAD
Dotations non courantes des exercices antérieurs,Dotations non courantes,6598,659,0,,Expense,MAD
Impôts sur les bénéfices,Impôts sur les résulatats,6701,670,0,Tax,Expense,MAD
Imposition minimale annuelle des sociétés,Impôts sur les résulatats,6705,670,0,,Expense,MAD
Rappels et dégrèvements d’impôts sur les résultats,Impôts sur les résulatats,6708,670,0,,Expense,MAD
Ventes de marchandises au Maroc,Ventes de marchandises,7111,711,0,,Income,MAD
Ventes de marchandises à l’étranger,Ventes de marchandises,7113,711,0,,Income,MAD
Ventes de marchandises des exercices antérieurs,Ventes de marchandises,7118,711,0,,Income,MAD
"Rabais, remises et ristournes accordés par l’entreprise",Ventes de marchandises,7119,711,0,,Income,MAD
Ventes de biens produits au Maroc,Ventes de biens et services produits,7121,712,1,,Income,MAD
Ventes de biens produits à l’étranger,Ventes de biens et services produits,7122,712,1,,Income,MAD
Ventes de services produits au Maroc,Ventes de biens et services produits,7124,712,1,,Income,MAD
Ventes de services produits à l'étranger,Ventes de biens et services produits,7125,712,1,,Income,MAD
"Redevances pour brevets, marques, droits et valeurs similaires",Ventes de biens et services produits,7126,712,0,,Income,MAD
Ventes de produits accessoires,Ventes de biens et services produits,7127,712,1,,Income,MAD
Ventes de biens et services produits des exercices antérieurs,Ventes de biens et services produits,7128,712,0,,Income,MAD
"Rabais, remises et ristournes accordés par l’entreprise",Ventes de biens et services produits,7129,712,1,,Income,MAD
Variation des stocks de produits en cours,Variation des stocks de produits,7131,713,1,,Income,MAD
Variation des stocks de biens produits,Variation des stocks de produits,7132,713,1,,Income,MAD
Variation des stocks de services en cours,Variation des stocks de produits,7134,713,1,,Income,MAD
Immobilisation en non valeurs produite,Immobilisations produites par l’entreprise pour elle même,7141,714,0,,Income,MAD
Immobilisations incorporelles produites,Immobilisations produites par l’entreprise pour elle même,7142,714,0,,Income,MAD
Immobilisations corporelles produites,Immobilisations produites par l’entreprise pour elle même,7143,714,0,,Income,MAD
Immobilisations produites des exercices antérieurs,Immobilisations produites par l’entreprise pour elle même,7148,714,0,,Income,MAD
Subventions d’exploitations reçues de l’exercice,Subventions d’exploitation,7161,716,0,,Income,MAD
Subventions d’exploitation reçues des exercices antérieurs,Subventions d’exploitation,7168,716,0,,Income,MAD
Jetons de présence reçus,Autres produits d’exploitation,7181,718,0,,Income,MAD
Revenus des immeubles non affectés à l’exploitation,Autres produits d’exploitation,7182,718,0,,Income,MAD
Profits sur opérations faites en commun,Autres produits d’exploitation,7185,718,0,,Income,MAD
Transfert de pertes sur opérations faites en commun,Autres produits d’exploitation,7186,718,0,,Income,MAD
Autres produits d’exploitation des exercices antérieurs,Autres produits d’exploitation,7188,718,0,,Income,MAD
Reprises sur amortissements de l’immobilisation en non valeurs,"Reprise d’exploitation, transferts de charges",7191,719,0,,Income,MAD
Reprises sur amortissements des immobilisations incorporelles,"Reprise d’exploitation, transferts de charges",7192,719,0,,Income,MAD
Reprises sur amortissements des immobilisations corporelles,"Reprise d’exploitation, transferts de charges",7193,719,0,,Income,MAD
Reprises sur provisions pour dépréciation des immobilisations,"Reprise d’exploitation, transferts de charges",7194,719,0,,Income,MAD
Reprises sur provisions pour risques et charges,"Reprise d’exploitation, transferts de charges",7195,719,0,,Income,MAD
Reprises sur provisions pour dépréciation de l’actif circulant,"Reprise d’exploitation, transferts de charges",7196,719,0,,Income,MAD
Transferts des charges d’exploitation,"Reprise d’exploitation, transferts de charges",7197,719,1,,Income,MAD
Reprises sur amortissements et provisions des exercices antérieurs,"Reprise d’exploitation, transferts de charges",7198,719,1,,Income,MAD
Revenus des titres de participation,Produits des titres de participation et des autres titres immobilisés,7321,732,0,,Income,MAD
Revenus des titres immobilisés,Produits des titres de participation et des autres titres immobilisés,7325,732,0,,Income,MAD
Produits des titres de participation et des autres titres immobilisés des exercices antérieurs,Produits des titres de participation et des autres titres immobilisés,7328,732,0,,Income,MAD
Gains de change propres à l’exercice,Gains de change,7331,733,0,,Income,MAD
Gains de change des exercices antérieurs,Gains de change,7338,733,0,,Income,MAD
Intérêts et produits assimilés,Intérêts et autres produits financiers,7381,738,1,,Income,MAD
Revenus des créances rattachées à des participations,Intérêts et autres produits financiers,7383,738,0,,Income,MAD
Revenus des titres et valeurs de placement,Intérêts et autres produits financiers,7384,738,0,,Income,MAD
Produits nets sur cessions de titres et valeurs de placement,Intérêts et autres produits financiers,7385,738,0,,Income,MAD
Escomptes obtenus,Intérêts et autres produits financiers,7386,738,0,,Income,MAD
Intérêts et autres produits financiers des exercices antérieurs,Intérêts et autres produits financiers,7388,738,0,,Income,MAD
Reprises sur amortissements des primes de remboursement des obligations,"Reprises financières, transferts de charges",7391,739,0,,Income,MAD
Reprises sur provisions pour dépréciation des immobilisations financières,"Reprises financières, transferts de charges",7392,739,0,,Income,MAD
Reprises sur provisions pour risques et charges financières,"Reprises financières, transferts de charges",7393,739,0,,Income,MAD
Reprise sur provisions pour dépréciation des titres et valeurs de placement,"Reprises financières, transferts de charges",7394,739,0,,Income,MAD
Reprises sur provisions pour dépréciation des comptes de trésorerie,"Reprises financières, transferts de charges",7396,739,0,,Income,MAD
Transfert de charges financières,"Reprises financières, transferts de charges",7397,739,1,,Income,MAD
Reprises sur dotations financières des exercices antérieurs,"Reprises financières, transferts de charges",7398,739,0,,Income,MAD
Produits des cessions des immobilisations incorporelles,Produits des cessions d’immobilisations,7512,751,0,,Income,MAD
Produits des cessions des immobilisations corporelles,Produits des cessions d’immobilisations,7513,751,0,,Income,MAD
Produits des cessions des immobilisations financières (droits de propriété),Produits des cessions d’immobilisations,7514,751,0,,Income,MAD
Produits des cessions des immobilisations des exercices antérieurs,Produits des cessions d’immobilisations,7518,751,0,,Income,MAD
Subventions d’équilibre reçues de l’exercice,Subventions d’équilibre,7561,756,0,,Income,MAD
Subventions d’équilibre reçues des exercices antérieurs,Subventions d’équilibre,7568,756,0,,Income,MAD
Reprises sur subventions d’investissement de l’exercice,Reprise sur subventions d’investissements,7577,757,0,,Income,MAD
Reprises sur subventions d’investissement des exercices antérieurs,Reprise sur subventions d’investissements,7578,757,0,,Income,MAD
Pénalités et dédits reçus,Autres produits non courants,7581,758,1,,Income,MAD
Dégrèvement d’impôts (autres qu’impôts sur les résultats),Autres produits non courants,7582,758,0,,Income,MAD
Rentrées sur créances soldées,Autres produits non courants,7585,758,0,,Income,MAD
"Dons, libéralités et lots reçus",Autres produits non courants,7586,758,1,,Income,MAD
Autres produits non courants des exercices antérieurs,Autres produits non courants,7588,758,0,,Income,MAD
Reprises non courantes sur amortissements exceptionnels des immobilisations,PRODUITS NON COURANTS,7591,75,1,,Income,MAD
Reprises non courantes sur provisions réglementées,PRODUITS NON COURANTS,7594,75,1,,Income,MAD
Reprises non courantes sur provisions pour risques et charges,PRODUITS NON COURANTS,7595,75,1,,Income,MAD
Reprises non courantes sur provisions pour dépréciation,PRODUITS NON COURANTS,7596,75,1,,Income,MAD
Transferts de charges non courantes,PRODUITS NON COURANTS,7597,75,0,,Income,MAD
Reprises non courantes des exercices antérieurs.,PRODUITS NON COURANTS,7598,75,0,,Income,MAD
Résultat d'exploitation,Résultat d'exploitation,8100,810,0,,Equity,MAD
Marge brute,Marge brute,8110,811,0,,Equity,MAD
Valeur ajoutée,Valeur ajoutée,8140,814,0,,Equity,MAD
Excédent brut d'exploitation (créditeur),Excédent brut d'exploitation,8171,817,0,,Equity,MAD
Insuffisance brute d'exploitation (déditeur),Excédent brut d'exploitation,8179,817,0,,Equity,MAD
Résultat financier,Résultat financier,8300,830,0,,Equity,MAD
Résultat courant,Résultat courant,8400,840,0,,Equity,MAD
Résultat non courant,Résultat non courant,8500,850,0,,Equity,MAD
Résultat avant impôts,Résultat avant impôts,8600,860,0,,Equity,MAD
Résultat après impôts,Résultat après impôts,8800,880,0,,Equity,MAD
Stocks réfléchis,Stocks et provisions pour dépréciation des stocks réfléchis,9031,903,0,,Equity,MAD
Provisions pour dépréciation des stocks réfléchis,Stocks et provisions pour dépréciation des stocks réfléchis,9039,903,0,,Equity,MAD
Charges d’exploitation réfléchies,Charges réfléchies,9061,906,0,,Equity,MAD
Charges financières réfléchies,Charges réfléchies,9063,906,0,,Equity,MAD
Charges non courantes réfléchies,Charges réfléchies,9065,906,0,,Equity,MAD
Impôts sur les résultats réfléchis,Charges réfléchies,9067,906,0,,Equity,MAD
produits d’exploitation réfléchis,Produits réfléchis,9071,907,0,,Equity,MAD
Produits financièrs réfléchis,Produits réfléchis,9073,907,0,,Equity,MAD
Produits non courants réfléchis,Produits réfléchis,9075,907,0,,Equity,MAD
Résultat d’exploitation réfléchi,Résultats réfléchis,9081,908,0,,Equity,MAD
Résultat financier réfléchi,Résultats réfléchis,9083,908,0,,Equity,MAD
Résultat courant réfléchi,Résultats réfléchis,9084,908,0,,Equity,MAD
Résultat non courant réfléchi,Résultats réfléchis,9085,908,0,,Equity,MAD
Résultat avant impôts réfléchi,Résultats réfléchis,9086,908,0,,Equity,MAD
Résultat après impôts réfléchi,Résultats réfléchis,9088,908,0,,Equity,MAD
Section A,Sections générales,9211,921,0,,Equity,MAD
Section B,Sections générales,9212,921,0,,Equity,MAD
Section A,Sections d’approvisionnement,9231,923,0,,Equity,MAD
Section B,Sections d’approvisionnement,9232,923,0,,Equity,MAD
Section A,Sections de production,9251,925,0,,Equity,MAD
Section B,Sections de production,9252,925,0,,Equity,MAD
Section A,Section de distribution,9271,927,0,,Equity,MAD
Section B,Section de distribution,9272,927,0,,Equity,MAD
Section A,Autres sections analytiques,9281,928,0,,Equity,MAD
Section B,Autres sections analytiques,9282,928,0,,Equity,MAD
Coût d’achat de marchandises,Coûts d’achat,9331,933,0,,Equity,MAD
Coûts d’achat de matière et de fournitures,Coûts d’achat,9335,933,0,,Equity,MAD
Coûts de production des produits (groupe A),Coûts de production,9351,935,0,,Equity,MAD
Coûts de production des produits ( groupe B),Coûts de production,9352,935,0,,Equity,MAD
Coûts de production des immobilisations,Autres coûts d’achat ou de production,9381,938,0,,Equity,MAD
Dotations aux provisions pour dépréciation des compte de trésoreie,COUTS D’ACHAT OU DE PRODUCTION,9396,93,0,,Equity,MAD
Marchandises (groupe A),Inventaire permanent des marchandises,9411,941,0,,Equity,MAD
Marchandises (groupe B),Inventaire permanent des marchandises,9412,941,0,,Equity,MAD
Marchandises en cours de route,Inventaire permanent des marchandises,9416,941,0,,Equity,MAD
Autres marchandises,Inventaire permanent des marchandises,9418,941,0,,Equity,MAD
Matières premières,Inventaire permanent des matières et fournitures consommables,9421,942,0,,Equity,MAD
Matières et fournitures consommables,Inventaire permanent des matières et fournitures consommables,9422,942,0,,Equity,MAD
Emballages,Inventaire permanent des matières et fournitures consommables,9423,942,0,,Equity,MAD
Matières et fournitures consommables en cours de route,Inventaire permanent des matières et fournitures consommables,9426,942,0,,Equity,MAD
Autres matières et fournitures consommables,Inventaire permanent des matières et fournitures consommables,9428,942,0,,Equity,MAD
Biens en cours,Inventaire permanent des produits en cours,9431,943,0,,Equity,MAD
Services en cours,Inventaire permanent des produits en cours,9434,943,0,,Equity,MAD
Autres produits en cours,Inventaire permanent des produits en cours,9438,943,0,,Equity,MAD
Produits intermédiaires,Inventaire permanent des produits intermédiaires et produits résiduels,9441,944,0,,Equity,MAD
Produits résiduels,Inventaire permanent des produits intermédiaires et produits résiduels,9445,944,0,,Equity,MAD
Autres produits intermédiaires et produits résiduels,Inventaire permanent des produits intermédiaires et produits résiduels,9448,944,0,,Equity,MAD
Produits finis (groupe A),Inventaire permanent des produits finis,9451,945,0,,Equity,MAD
Produits finis (groupe B),Inventaire permanent des produits finis,9452,945,0,,Equity,MAD
Produits finis en cours de route,Inventaire permanent des produits finis,9456,945,0,,Equity,MAD
Autres produits finis,Inventaire permanent des produits finis,9458,945,0,,Equity,MAD
Provisions pour dépréciation des marchandises,Provisions sur dépréciation des stocks,9491,949,0,,Equity,MAD
Provisions pour dépréciation des matières et fournitures consommables,Provisions sur dépréciation des stocks,9492,949,0,,Equity,MAD
Provisions pour dépréciation des produits en cours,Provisions sur dépréciation des stocks,9493,949,0,,Equity,MAD
Provisions pour dépréciation des produits intermédiaires et produits résiduels,Provisions sur dépréciation des stocks,9494,949,0,,Equity,MAD
Provisions pour dépréciation des produits finis,Provisions sur dépréciation des stocks,9495,949,0,,Equity,MAD
Coûts de revient des marchandises (groupe A),Coûts de revient des marchandises,9531,953,0,,Equity,MAD
Coûts de revient des marchandises (groupe B),Coûts de revient des marchandises,9532,953,0,,Equity,MAD
Coûts de revient des produits (groupe A),Coûts de revient des produits,9551,955,0,,Equity,MAD
Coûts de revient des produits (groupe B),Coûts de revient des produits,9552,955,0,,Equity,MAD
Coûts de revient ( groupe A),Autres coûts de revient,9581,958,0,,Equity,MAD
Coûts de revient ( groupe B),Autres coûts de revient,9582,958,0,,Equity,MAD
Ecarts sur quantités,Ecarts sur sections,9621,962,0,,Equity,MAD
Ecarts sur coûts,Ecarts sur sections,9622,962,0,,Equity,MAD
Ecarts sur quantités,Ecarts sur inventaire permanent des stocks,9641,964,0,,Equity,MAD
Ecarts sur coûts,Ecarts sur inventaire permanent des stocks,9642,964,0,,Equity,MAD
Charges non incorporables,Charges non incorporables,9710,971,0,,Equity,MAD
Charges supplétives incorporées,Charges supplétives incorporées,9720,972,0,,Equity,MAD
Produits non incorporés,Produits non incorporés,9730,973,0,,Equity,MAD
Différences sur charges incorporables,Différences sur charges incorporables,9740,974,0,,Equity,MAD
Différences sur produits incorporables,Différences sur produits incorporables,9750,975,0,,Equity,MAD
Différences d’inventaire sur marchandises,Différences d’inventaire,9761,976,0,,Equity,MAD
Différences d’inventaire sur matières et fournitures consommables,Différences d’inventaire,9762,976,0,,Equity,MAD
Différences d’inventaire sur produits en cours,Différences d’inventaire,9763,976,0,,Equity,MAD
Différences d’inventaire sur produits intermédiaires et produits résiduels,Différences d’inventaire,9764,976,0,,Equity,MAD
Différences d’inventaire sur produits finis,Différences d’inventaire,9765,976,0,,Equity,MAD
Différences sur niveau d’activité,Différences sur niveau d’activité,9770,977,0,,Equity,MAD
Autres différences d’incorporation,Autres différences d’incorporation,9780,978,0,,Equity,MAD
Résultats analytiques sur marchandises ( groupe A ),Résultats analytiques sur marchandises,9811,981,0,,Equity,MAD
Résultats analytiques sur marchandises ( groupe B ),Résultats analytiques sur marchandises,9812,981,0,,Equity,MAD
Résultats analytiques sur biens produits ( groupe A ),Résultats analytiques sur biens produits,9821,982,0,,Equity,MAD
Résultats analytiques sur biens produits ( groupe B ),Résultats analytiques sur biens produits,9822,982,0,,Equity,MAD
Résultats analytiques sur services produits ( groupe A ),Résultats analytiques sur services produits,9831,983,0,,Equity,MAD
Résultats analytiques sur services produits ( groupe B ),Résultats analytiques sur services produits,9832,983,0,,Equity,MAD
Reports des écarts sur coûts préétablis,Reports des écarts sur coûts préétablis,9860,986,0,,Equity,MAD
Reports des différences d’incorporation,Reports des différences d’incorporation,9870,987,0,,Equity,MAD
Liaisons internes propres a un même établissement,Liaisons internes propres a un même établissement,9910,991,0,,Equity,MAD
Cessions fournies à d’autres établissements,Cessions à d’autres établissements,9951,995,0,,Equity,MAD
Cessions reçues d’autres établissements,Cessions à d’autres établissements,9955,995,0,,Equity,MAD
Capital individuel,Capital personnel,11171,1117,0,,Equity,MAD
Compte de l'exploitant,Capital personnel,11175,1117,0,,Equity,MAD
"Bâtiments industriels (A,B,,,)",Bâtiments,23211,2321,0,,Asset,MAD
"Bâtiments administratifs et commerciaux (A,B,,,)",Bâtiments,23214,2321,0,,Asset,MAD
Autres bâtiments,Bâtiments,23218,2321,0,,Asset,MAD
Matériel,Matériel et outillage,23321,2332,0,,Asset,MAD
Outillage,Matériel et outillage,23324,2332,0,,Asset,MAD
Obligations,Titres immobilisés (droits de créance),24811,2481,0,,Asset,MAD
Bons d'équipement,Titres immobilisés (droits de créance),24813,2481,0,,Asset,MAD
Bons divers,Titres immobilisés (droits de créance),24818,2481,0,,Asset,MAD
Dépôts,Dépôts et cautionnements versés,24861,2486,0,,Asset,MAD
Cautionnements,Dépôts et cautionnements versés,24864,2486,0,,Asset,MAD
Amortissements des frais de constitution,Amortissements des frais préliminaires,28111,2811,0,,Asset,MAD
Amortissements des frais préliminaires au démarrage,Amortissements des frais préliminaires,28112,2811,0,,Asset,MAD
Amortissements des frais d'augmentation du capital,Amortissements des frais préliminaires,28113,2811,0,,Asset,MAD
"Amortissements des frais sur opérations de fusions, scissions, et transformations",Amortissements des frais préliminaires,28114,2811,0,,Asset,MAD
Amortissements des frais de prospection,Amortissements des frais préliminaires,28116,2811,0,,Asset,MAD
Amortissements des frais de publicité,Amortissements des frais préliminaires,28117,2811,0,,Asset,MAD
Amortissements des autres frais préliminaires,Amortissements des frais préliminaires,28118,2811,0,,Asset,MAD
Amortissements des frais d'acquisition des immobilisations,Amortissements des charges à répartir,28121,2812,0,,Asset,MAD
Amortissements des frais d'émission des emprunts,Amortissements des charges à répartir,28125,2812,0,,Asset,MAD
Amortissements des autres charges à répartir,Amortissements des charges à répartir,28128,2812,0,,Asset,MAD
Amortissements des agencements et aménagements de terrains,Amortissements des primes de remboursement des obligations,28136,2813,0,,Asset,MAD
Amortissements des autres terrains,Amortissements des primes de remboursement des obligations,28138,2813,0,,Asset,MAD
Amortissements des terrains nus,Amortissements des terrains,28311,2831,0,,Asset,MAD
Amortissements des terrains aménagés,Amortissements des terrains,28312,2831,0,,Asset,MAD
Amortissements des terrains bâtis,Amortissements des terrains,28313,2831,0,,Asset,MAD
Amortissements des terrains de gisement,Amortissements des terrains,28314,2831,0,,Asset,MAD
Amortissements des bâtiments,Amortissements des constructions,28321,2832,0,,Asset,MAD
Amortissements des constructions sur terrains d'autrui,Amortissements des constructions,28323,2832,0,,Asset,MAD
Amortissements des ouvrages d'infrastructure,Amortissements des constructions,28325,2832,0,,Asset,MAD
"Amortissements des installations, agencements et aménagements des constructions",Amortissements des constructions,28327,2832,0,,Asset,MAD
Amortissements des autres constructions,Amortissements des constructions,28328,2832,0,,Asset,MAD
Amortissements des installations techniques,"Amortissements des installations techniques, matériel et outillage",28331,2833,0,,Asset,MAD
Amortissements du matériel et outillage,"Amortissements des installations techniques, matériel et outillage",28332,2833,0,,Asset,MAD
Amortissements des emballages récupérables ident ifiables,"Amortissements des installations techniques, matériel et outillage",28333,2833,0,,Asset,MAD
"Amortissements des autres installations techniques, matériel et outillage","Amortissements des installations techniques, matériel et outillage",28338,2833,0,,Asset,MAD
Amortissements du mobilier de bureau,"Amortissements du mobilier, matériel de bureau et aménagements divers",28351,2835,0,,Asset,MAD
Amortissements du matériel de bureau,"Amortissements du mobilier, matériel de bureau et aménagements divers",28352,2835,0,,Asset,MAD
Amortissements du matériel informatique,"Amortissements du mobilier, matériel de bureau et aménagements divers",28355,2835,0,,Asset,MAD
"Amortissements des agencements, installations et aménagements divers","Amortissements du mobilier, matériel de bureau et aménagements divers",28356,2835,0,,Asset,MAD
"Amortissements des autres mobilier, matériel de bureau et aménagements divers","Amortissements du mobilier, matériel de bureau et aménagements divers",28358,2835,0,,Asset,MAD
Matières premières (groupe A),Matières premières,31211,3121,0,,Asset,MAD
Matières premières (groupe B),Matières premières,31212,3121,0,,Asset,MAD
Matières consommables (groupe A),Matières et fournitures consommables,31221,3122,0,,Asset,MAD
Matières consommables (groupe B),Matières et fournitures consommables,31222,3122,0,,Asset,MAD
Combustibles,Matières et fournitures consommables,31223,3122,0,,Asset,MAD
Produits d'entretien,Matières et fournitures consommables,31224,3122,0,,Asset,MAD
Fournitures d'atelier et d'usine,Matières et fournitures consommables,31225,3122,0,,Asset,MAD
Fournitures de magasin,Matières et fournitures consommables,31226,3122,0,,Asset,MAD
Fournitures de bureau,Matières et fournitures consommables,31227,3122,0,,Asset,MAD
Emballages perdus,Emballages,31231,3123,0,,Asset,MAD
Emballages récupérables non identifiables,Emballages,31232,3123,0,,Asset,MAD
Emballages à usage mixte,Emballages,31233,3123,0,,Asset,MAD
Biens produits en cours,Biens en cours,31311,3131,0,,Asset,MAD
Biens intermédiaires en cours,Biens en cours,31312,3131,0,,Asset,MAD
Biens résiduels en cours,Biens en cours,31317,3131,0,,Asset,MAD
Travaux en cours,Services en cours,31341,3134,0,,Asset,MAD
Etudes en cours,Services en cours,31342,3134,0,,Asset,MAD
Prestations en cours,Services en cours,31343,3134,0,,Asset,MAD
Produits intermédiaires (groupe A),Produits intermédiaires,31411,3141,0,,Asset,MAD
Produits intermédiaires (groupe B),Produits intermédiaires,31412,3141,0,,Asset,MAD
Déchets,Produits résiduels (ou matières de récupération),31451,3145,0,,Asset,MAD
Rebuts,Produits résiduels (ou matières de récupération),31452,3145,0,,Asset,MAD
Matières de récupération,Produits résiduels (ou matières de récupération),31453,3145,0,,Asset,MAD
Clients - catégorie A,Clients,34211,3421,0,,Asset,MAD
Clients - catégorie B,Clients,34212,3421,0,,Asset,MAD
Clients - factures à établir,Clients - factures à établir et créances sur travaux non encore facturés,34271,3427,0,,Asset,MAD
Créances sur travaux non encore facturables,Clients - factures à établir et créances sur travaux non encore facturés,34272,3427,0,,Asset,MAD
Subventions d'investissement à recevoir,Subventions à recevoir,34511,3451,0,,Asset,MAD
Subventions d'exploitation à recevoir,Subventions à recevoir,34512,3451,0,,Asset,MAD
Subventions d'équilibre à recevoir,Subventions à recevoir,34513,3451,0,,Asset,MAD
Etat - TVA récupérable sur immobilisations,Etat - TVA récupérable,34551,3455,0,,Asset,MAD
Etat - TVA récupérable sur charges,Etat - TVA récupérable,34552,3455,0,,Asset,MAD
Bons de caisse,Bons de caisse et bons de trésor,35061,3506,0,,Asset,MAD
Bons de trésor,Bons de caisse et bons de trésor,35062,3506,0,,Asset,MAD
Fournisseurs - catégorie A,Fournisseurs,44111,4411,0,,Liability,MAD
Fournisseurs - catégorie B,Fournisseurs,44112,4411,0,,Liability,MAD
"Etat, taxe urbaine et taxe d'édilité","Etat Impôts, taxes et assimilés",44521,4452,0,,Liability,MAD
"Etat, patente","Etat Impôts, taxes et assimilés",44522,4452,0,,Liability,MAD
"Etat, IGR","Etat Impôts, taxes et assimilés",44525,4452,0,,Liability,MAD
Chèques en portefeuille,Chèques à encaisser ou à l'encaissement,51111,5111,0,,Asset,MAD
Chèques à l'encaissement,Chèques à encaisser ou à l'encaissement,51112,5111,0,,Asset,MAD
Effets échus à encaisser,Effets à encaisser ou à l'encaissement,51131,5113,0,,Asset,MAD
Effets à l'encaissement,Effets à encaisser ou à l'encaissement,51132,5113,0,,Asset,MAD
Achats d'emballages perdus,TRESORERIE - ACTIF,51231,51,0,,Asset,MAD
Caisse Centrale,Caisses,51611,5161,0,,Asset,MAD
Caisse (succursale ou agence A),Caisses,51613,5161,0,,Asset,MAD
Caisse (succursale ou agence B),Caisses,51614,5161,0,,Asset,MAD
Achats de matières premières A,Achats de matières premières,61211,6121,0,,Expense,MAD
Achats de matières premières B,Achats de matières premières,61212,6121,0,,Expense,MAD
Achats de matières et fournitures A,Achats de matières et fournitures consommables,61221,6122,0,,Expense,MAD
Achats de matières et fournitures B,Achats de matières et fournitures consommables,61222,6122,0,,Expense,MAD
Achats de combustibles,Achats de matières et fournitures consommables,61223,6122,0,,Expense,MAD
Achats de produits d'entretien,Achats de matières et fournitures consommables,61224,6122,0,,Expense,MAD
Achats de fournitures d'atelier et d'usine,Achats de matières et fournitures consommables,61225,6122,0,,Expense,MAD
Achats de fournitures de magasin,Achats de matières et fournitures consommables,61226,6122,0,,Expense,MAD
Achats de fournitures de bureau,Achats de matières et fournitures consommables,61227,6122,0,,Expense,MAD
Achats d'emballages récupérables non identifiables,Achats d'emballages,61232,6123,0,,Expense,MAD
Achats d'emballages à usage mixte,Achats d'emballages,61233,6123,0,,Expense,MAD
